,api,reported_fluid_type,lease_name,well_num,6mo_oil,6mo_time,1_mo_oil,1_mo_gas,2_mo_oil,2_mo_gas,cum_oil,cum_gas,formation,top_d,btm_d,operator,basin,td,tvd,elevation,spud_date,surf_lat,surf_long,btm_lat,btm_long,stages,total_prop,total_fluid_pumped,reported_ll,stages_2,stage_delta,initial_GOR
6570,42493328530000,O,GALAPAGOS C,3H,89900,6,20757.0,11091.0,23653.0,14302.0,110657,65879,EAGLE FORD,8524.0,18211.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),18402,9035,438.0,2019-02-03,29.1094467,-97.88362579999999,29.084294399999997,-97.8683083,1.0,17704000.0,263559.0,9760.0,1.0,0.0,534.3257696198873
3562,42013353860000,O,GALAXY UNIT,1H,71603,6,17327.0,8670.0,22498.0,13188.0,225154,160890,EAGLE FORD,8854.0,18936.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19040,9041,479.0,2016-06-14,28.745405600000005,-98.5879361,28.7169628,-98.5878577,2.0,16472000.0,356154.0,10112.0,1.0,1.0,500.3751370693138
8284,42255328870000,O,GALLO ROJO A,5H,111647,6,5027.0,2343.0,17517.0,10318.0,335122,276217,EAGLE FORD,11467.0,16311.0,BHP BILLITON PETROLEUM(TXLA OP) CO,KARNES FAULT ZONE (GULF COAST BASIN),16437,10922,369.0,2012-12-14,28.9920583,-97.84643890000001,29.0048059,-97.85392579999998,2.0,5542000.0,75712.0,4893.0,1.0,1.0,466.08315098468273
3564,42255347960000,O,GALLO ROJO A - TILLIE ANN A SA,1H,127167,6,16983.0,7728.0,28048.0,17395.0,410838,394223,EAGLE FORD,11373.0,18442.0,BHP BILLITON PETROLEUM(TXLA OP) CO,KARNES FAULT ZONE (GULF COAST BASIN),18654,10878,371.0,2016-02-23,28.991573600000002,-97.84689920000001,29.006657899999997,-97.8610941,2.0,17240000.0,385964.0,7100.0,1.0,1.0,455.0432785726903
10983,42255364040000,O,GAMERA A 1H,MULTI,42998,1,43579.0,33878.0,42998.0,40397.0,86577,74275,EAGLE FORD,11367.0,20311.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),20890,10851,512.0,2019-05-16,28.8494778,-98.0419778,28.8693972,-98.0622944,2.0,26018000.0,349455.0,9419.0,1.0,1.0,777.3927809265931
10984,42255364050000,O,GAMERA B 2H,MULTI,50134,1,48249.0,43470.0,50134.0,57469.0,98383,100939,EAGLE FORD,11413.0,20994.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),21097,10831,512.0,2019-05-14,28.849533299999997,-98.0419,28.869988899999996,-98.0618583,2.0,27770000.0,358445.0,9626.0,1.0,1.0,900.9513150531617
6571,42311363320000,O,GANDALF UNIT,3H,14574,6,3690.0,11187.0,7069.0,31856.0,23625,147481,EAGLE FORD,11545.0,16768.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16904,10587,304.0,2015-03-22,28.4950972,-98.6146583,28.4957437,-98.5958026,2.0,6798000.0,168201.0,5662.0,1.0,1.0,3031.7073170731705
3565,42013345020000,O,GANN FESTERVAN,1H,66572,6,10841.0,3667.0,13230.0,4878.0,196337,322490,EAGLE FORD,9421.0,15876.0,VALENCE OPERATING CO,KARNES FAULT ZONE (GULF COAST BASIN),15931,9324,337.0,2012-06-14,28.6535692,-98.66034499999999,28.6354548,-98.65387729999999,2.0,7908000.0,238986.0,6549.0,1.0,1.0,338.25292869661473
3566,42013354180000,O,GAP 1H,1H,62680,6,7764.0,1951.0,12045.0,2883.0,192739,48646,EAGLE FORD,7908.0,19631.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),19744,7349,526.5,2016-12-12,28.784538899999998,-98.7895,28.8077473,-98.8176375,2.0,27388000.0,3528.0,11620.0,1.0,1.0,251.2879958784132
5425,42255353950000,G,GAP BAND,2H,56655,6,16268.0,68189.0,12502.0,53636.0,105062,500367,EAGLE FORD,13068.0,16923.0,ENERGY HUNTER RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),17030,12839,280.0,2017-04-13,28.918236699999998,-97.7760567,28.908648200000002,-97.78264159999999,2.0,11520000.0,148476.0,3737.0,1.0,1.0,4191.60314728301
5426,42177326160000,O,GARDIEN,2H,11688,6,7829.0,27778.0,3253.0,13419.0,42341,263976,EAGLE FORD,12044.0,16066.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16163,11956,290.0,2012-07-25,29.194280300000003,-97.5206744,29.186723399999998,-97.53183979999999,2.0,7768000.0,106186.0,4073.0,1.0,1.0,3548.0904330054923
3567,42177321340000,O,GARDNER ET AL,1H,82143,6,3386.0,3421.0,19778.0,24593.0,269571,122056,EAGLE FORD,10879.0,15608.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16029,10983,328.0,2010-11-21,29.4953761,-97.2621375,29.486991800000002,-97.2483217,2.0,4708600.0,96509.0,5092.0,1.0,1.0,1010.3366804489073
2173,42177333280000,O,GARLAND UNIT,11H,92138,6,9283.0,4040.0,31446.0,16171.0,280348,146679,EAGLE FORD,10700.0,15100.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15210,10252,430.0,2014-06-30,29.5501528,-97.22106459999999,29.564194800000003,-97.22006390000001,2.0,10834000.0,224578.0,4356.0,1.0,1.0,435.20413659377357
1359,42123324790000,G,GARVEL 01,01H,109434,6,20711.0,104984.0,23588.0,120879.0,333476,1766345,EAGLE FORD,13550.0,18802.0,PIONEER NATURAL RESOURCES USA INC,KARNES FAULT ZONE (GULF COAST BASIN),18950,13478,343.0,2011-08-02,29.0015065,-97.56665670000001,29.0087506,-97.58153359999999,2.0,4290000.0,79609.0,5134.0,1.0,1.0,5068.9971512722705
5428,42311359090000,O,GARY,2H,34497,6,11050.0,4572.0,10068.0,4463.0,88710,74951,EAGLE FORD,9919.0,14533.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),14622,9861,418.5,2014-04-20,28.567894399999997,-98.7037167,28.5540169,-98.70262209999999,2.0,8036000.0,148294.0,4593.0,1.0,1.0,413.7556561085973
181,42177328190000,O,GARZA-KODACK UNIT NO 1,1,52218,6,9569.0,3863.0,10048.0,4375.0,164598,62369,EAGLE FORD,9832.0,14967.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),15041,9076,313.0,2013-03-12,29.417178999999997,-97.383342,29.425635999999997,-97.398723,1.0,0.0,112003.0,5321.0,1.0,0.0,403.6994461281221
590,42297354330000,O,GASKIN,2,13354,6,1984.0,6751.0,2641.0,8695.0,73818,139264,EAGLE FORD,11608.0,17686.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17910,11320,357.0,2013-09-20,28.7626071,-98.101986,28.7489674,-98.09128390000001,2.0,8674000.0,93086.0,6216.0,1.0,1.0,3402.7217741935483
182,42297354320000,O,GASKIN NORTH UNIT A,1,63426,6,67.0,431.0,10949.0,12000.0,237461,707310,EAGLE FORD,11506.0,17074.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17296,11337,358.0,2013-08-26,28.7626055,-98.1019223,28.752285200000003,-98.091263,2.0,8018000.0,120233.0,5684.0,1.0,1.0,6432.835820895522
183,42297349200000,O,GASKIN SOUTH UNIT A,1,62104,6,9639.0,15023.0,17570.0,41176.0,227038,1315143,EAGLE FORD,11700.0,16688.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),16870,11446,358.0,2010-09-30,28.746666700000002,-98.1044445,28.7334624,-98.09474940000001,12.0,3913845.0,0.0,5271.0,12.0,0.0,1558.5641664073037
3570,42493326390000,O,GAWLIK,1H,52566,6,254.0,134.0,8354.0,5212.0,138138,70186,EAGLE FORD,9802.0,16152.0,HUNT OIL CO,KARNES FAULT ZONE (GULF COAST BASIN),16257,8656,377.0,2012-03-07,28.982811100000003,-98.07541390000002,28.9959614,-98.0929178,2.0,6752000.0,111587.0,6708.0,1.0,1.0,527.5590551181102
5429,42493326400000,O,GAWLIK B,2H,46877,6,436.0,183.0,8314.0,4846.0,122772,53387,EAGLE FORD,9664.0,16202.0,HUNT OIL CO,KARNES FAULT ZONE (GULF COAST BASIN),16232,8649,376.0,2012-03-30,28.982847200000002,-98.0753667,28.999545299999998,-98.0877062,2.0,5594000.0,92748.0,6736.0,1.0,1.0,419.72477064220186
10985,42493328600000,O,GAWLIK NORTH UNIT 1H,MULTI,67048,3,10332.0,4324.0,24864.0,10688.0,77380,37475,EAGLE FORD,8425.0,16625.0,RECOIL RESOURCES OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),16737,7611,362.0,2019-08-02,28.9644333,-98.2205917,28.98419,-98.234637,2.0,16544000.0,399227.0,8348.0,1.0,1.0,418.50561362756486
10986,42493328610000,O,GAWLIK SOUTH UNIT 1H,MULTI,33921,3,9297.0,5584.0,12595.0,12901.0,43218,33743,EAGLE FORD,8485.0,17691.0,RECOIL RESOURCES OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),17795,8645,362.0,2019-08-12,28.96443,-98.22059,28.9410028,-98.20523890000001,2.0,22204000.0,498780.0,9310.0,1.0,1.0,600.6238571582231
9321,42123337640000,O,GEFFERT A,7H,172886,6,5490.0,10857.0,46767.0,107792.0,300318,748027,EAGLE FORD,13068.0,17911.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18069,13148,398.0,2014-10-15,29.0355624,-97.6367978,29.0294505,-97.62534709999998,2.0,3812000.0,136383.0,0.0,1.0,1.0,1977.5956284153006
591,42255334300000,O,GENELLE UNIT B,2,81905,6,9324.0,7196.0,19649.0,22052.0,180202,244381,EAGLE FORD,12940.0,17606.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17803,12219,272.6,2014-04-25,28.9357555,-97.82281390000001,28.9466544,-97.83367259999999,2.0,7026000.0,80412.0,4881.0,1.0,1.0,771.7717717717718
186,42255318610000,O,GENELLE UNIT C,1,108162,6,2007.0,2647.0,5598.0,7711.0,320135,712345,EAGLE FORD,13288.0,17722.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17987,12456,268.0,2011-03-02,28.930983299999998,-97.8091333,28.939096000000003,-97.82051109999999,2.0,3756000.0,81806.0,4908.0,1.0,1.0,1318.8839063278526
5432,42177338650000,O,GEO HUNTER,2H,136926,6,16280.0,34115.0,45666.0,87892.0,218570,403577,EAGLE FORD,12128.0,19250.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),19416,12290,481.0,2017-10-11,29.44724,-97.222943,29.430939600000002,-97.20797809999999,2.0,1012000.0,411744.0,7000.0,1.0,1.0,2095.5159705159704
2943,42255357610000,O,GEORG (EF),18H,68167,6,19623.0,2496.0,16346.0,6442.0,121524,73937,EAGLE FORD,9051.0,15288.0,LONESTAR OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),15450,9168,355.0,2018-02-01,29.166758299999998,-97.7433444,29.149743199999996,-97.7326981,2.0,12718000.0,260358.0,6450.0,1.0,1.0,127.19767619630026
6576,42255355760000,O,GEORG (EF) A,3H,46707,5,16218.0,4833.0,12182.0,4631.0,62925,21284,EAGLE FORD,9164.0,16247.0,LONESTAR OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),16415,9231,392.0,2019-01-18,29.160616700000002,-97.76052220000001,29.139444399999995,-97.7520028,2.0,14090000.0,249046.0,7417.0,1.0,1.0,298.00221975582684
7454,42255355770000,O,GEORG (EF) B,4H,36874,5,14086.0,5454.0,10034.0,6019.0,50960,23138,EAGLE FORD,9101.0,16230.0,LONESTAR OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),16424,9245,392.0,2019-01-21,29.1606472,-97.7604333,29.1398278,-97.7508083,2.0,14376000.0,255461.0,7381.0,1.0,1.0,387.19295754650005
8288,42255355780000,O,GEORG (EF) C,5H,40126,5,13941.0,5311.0,11032.0,6628.0,54067,23938,EAGLE FORD,9077.0,16235.0,LONESTAR OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),16396,9244,392.0,2019-01-23,29.160675,-97.76034440000001,29.140209999999996,-97.74969,2.0,14410000.0,249692.0,7354.0,1.0,1.0,380.9626282189226
8869,42255355790000,O,GEORG (EF) D,6H,60825,5,21536.0,8310.0,16059.0,7322.0,82361,31845,EAGLE FORD,9077.0,16285.0,LONESTAR OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),16475,9253,392.0,2019-01-26,29.1607028,-97.7602583,29.140722200000003,-97.7484667,2.0,14396000.0,258116.0,7431.0,1.0,1.0,385.8655274888559
3575,42013345070000,O,GEORGE LONG B,1H,32745,6,1254.0,351.0,4793.0,727.0,118308,31493,EAGLE FORD,8970.0,16277.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),16393,8043,451.5,2012-06-20,28.744836100000004,-98.64163609999999,28.767163899999996,-98.64838890000001,2.0,5534000.0,97946.0,7811.0,1.0,1.0,279.9043062200957
1741,42297353810000,O,GEORGIA BUCK 01,07H,38387,6,5807.0,4040.0,11647.0,8195.0,119410,92518,EAGLE FORD,11297.0,15227.0,PIONEER NATURAL RESOURCES USA INC,KARNES FAULT ZONE (GULF COAST BASIN),15400,11339,293.25,2013-05-28,28.6745917,-98.24882779999999,28.665243100000005,-98.2415184,2.0,3416000.0,88107.0,3918.0,1.0,1.0,695.7120716376787
3576,42123330640000,G,GERDES UNIT,1H,55818,6,17441.0,98675.0,15365.0,77768.0,161780,1098462,EAGLE FORD,12807.0,17409.0,SABINE OIL & GAS LLC,KARNES FAULT ZONE (GULF COAST BASIN),17565,12749,415.0,2013-05-12,29.343113899999995,-97.26029720000001,29.3312343,-97.2516379,2.0,7138000.0,239933.0,4772.0,1.0,1.0,5657.645777191675
4857,42123348800000,G,GERDES-LANGHOFF,1L,51854,2,32531.0,129822.0,27988.0,139501.0,84385,398230,0,0.0,0.0,TEAL OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),19864,12883,365.0,2019-08-22,29.3342033,-97.2724417,29.318924600000003,-97.25605329999999,2.0,19852000.0,549124.0,,,,3990.716547293351
4858,42123348790000,G,GERDES-RATHKAMP,1L,45805,2,32402.0,134115.0,25623.0,127339.0,78207,365181,EAGLE FORD,12701.0,19362.0,TEAL OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),19484,12873,365.0,2019-08-20,29.334121999999997,-97.272449,29.3176722,-97.257379,2.0,18852000.0,520134.0,6531.0,1.0,1.0,4139.096352077032
3577,42255323710000,O,GERSBACH-PAWELEK UNIT,1H,28715,6,318.0,588.0,9427.0,9971.0,81598,106556,EAGLE FORD,11465.0,16851.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),17047,10990,390.0,2012-03-28,28.796558299999997,-98.088975,28.8122151,-98.0804095,30.0,4635020.0,81208.0,5586.0,15.0,15.0,1849.0566037735848
5435,42177337060000,O,GIBBONS UNIT,2H,100198,6,21409.0,1457.0,30081.0,41712.0,215467,295645,EAGLE FORD,12397.0,15445.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15718,11609,375.0,2016-04-22,29.1603667,-97.5475747,29.1652706,-97.5559712,1.0,9290000.0,185647.0,3459.0,1.0,0.0,68.05549068148909
6578,42255320260000,O,GIBBS UNIT,3H,31672,6,14286.0,17144.0,8214.0,4191.0,155715,99367,EAGLE FORD,8892.0,14930.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15016,9043,442.0,2011-08-03,29.103147200000002,-97.8767444,29.0874043,-97.8663906,2.0,5984000.0,87956.0,6158.0,1.0,1.0,1200.0559988800223
3580,42255329030000,O,GIDEON CAZADORES HENKE UNIT,1H,105892,6,13763.0,13040.0,26584.0,28555.0,498042,567518,EAGLE FORD,11365.0,18909.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),19092,10999,494.0,2012-12-31,28.856302799999998,-98.03223059999999,28.872542,-98.0481802,2.0,4710000.0,108477.0,7600.0,1.0,1.0,947.4678485795248
3581,42013344410000,O,GIESE UNIT,1H,35585,6,7611.0,7129.0,10166.0,8886.0,164460,159104,EAGLE FORD,10877.0,14920.0,HILCORP ENERGY CO,KARNES FAULT ZONE (GULF COAST BASIN),15228,10548,353.3,2012-01-13,28.7391924,-98.21003940000001,28.746869300000004,-98.21981740000001,30.0,3862500.0,93048.0,4154.0,15.0,15.0,936.6706083300486
3582,42013344720000,O,GIESE-HENKE UNIT,1H,40538,6,9472.0,10872.0,10422.0,11886.0,180687,250735,EAGLE FORD,11290.0,17132.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),17288,11011,382.0,2012-03-12,28.760813199999998,-98.15531419999999,28.748349400000002,-98.14292540000001,34.0,4079932.0,97297.0,6119.0,17.0,17.0,1147.804054054054
3583,42255322100000,O,GILBERT UNIT,1H,86975,6,14101.0,10066.0,20057.0,14708.0,364326,362635,EAGLE FORD,11397.0,16219.0,MURPHY EXPLORATION & PRODUCTION CO-USA,KARNES FAULT ZONE (GULF COAST BASIN),16366,11238,309.0,2012-03-11,29.016336100000004,-97.839425,29.004495600000002,-97.82701750000001,2.0,6124000.0,213614.0,5040.0,1.0,1.0,713.8500815544996
7459,42177327550000,O,GILL TRUST UNIT,4H,51733,6,20605.0,37280.0,15717.0,42771.0,162594,443432,EAGLE FORD,11542.0,15760.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15905,11741,285.0,2012-11-06,29.269338899999997,-97.4535667,29.2583777,-97.4481153,2.0,7988000.0,116891.0,4332.0,1.0,1.0,1809.2695947585537
5439,42255323650000,O,GILLEY UNIT,2H,42217,6,11815.0,23293.0,11301.0,21250.0,181517,566310,EAGLE FORD,12529.0,17511.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),17629,12030,438.4,2012-07-13,28.822044399999996,-97.9638083,28.8346277,-97.9746335,30.0,4498140.0,72511.0,5166.0,15.0,15.0,1971.4769360981802
3585,42255339590000,O,GINOBILI UNIT,1H,149181,6,12914.0,7577.0,58769.0,46205.0,303706,537066,EAGLE FORD,11098.0,16129.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16217,10551,314.0,2014-07-28,28.986416600000002,-97.8859139,28.9999031,-97.89343790000001,2.0,13068000.0,254204.0,5049.0,1.0,1.0,586.7275824686387
3586,42177339880000,O,GLACIER A,1H,91494,6,10281.0,4906.0,26353.0,15756.0,141489,87235,EAGLE FORD,9192.0,23158.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),23300,9933,319.0,2018-10-21,29.413644399999995,-97.41565279999999,29.3909566,-97.381138,1.0,0.0,494773.0,0.0,1.0,0.0,477.19093473397527
6209,42177340660000,O,GLACIER B,2HR,151702,6,14762.0,7977.0,39511.0,23791.0,214919,140107,EAGLE FORD,9503.0,22994.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),23067,9927,319.0,2018-11-09,29.413743,-97.41555699999999,29.3917721,-97.3806245,2.0,26994000.0,576910.0,13716.0,1.0,1.0,540.3739330713995
7190,42177340700000,O,GLACIER C,3HR,183283,6,16271.0,8440.0,45861.0,25967.0,283294,184528,EAGLE FORD,9386.0,22913.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),22988,9914,320.0,2018-11-23,29.413811100000004,-97.4154944,29.392724400000002,-97.3802165,2.0,28722000.0,606623.0,13449.0,1.0,1.0,518.7142769344232
5442,42311346750000,G,GLADYS WHEELER,2H,65729,6,5218.0,28555.0,12771.0,66436.0,166806,1376173,EAGLE FORD,12486.0,17623.0,PETROHAWK OPERATING CO,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17690,12055,320.4,2011-10-21,28.3663256,-98.555305,28.3819256,-98.55678320000001,2.0,3450000.0,79256.0,5152.0,1.0,1.0,5472.403219624377
6584,42311347060000,G,GLADYS WHEELER A,3H,87579,6,9749.0,44506.0,22318.0,125830.0,207448,1387919,EAGLE FORD,11994.0,17045.0,PETROHAWK OPERATING CO,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17118,12047,404.0,2011-12-03,28.403311699999996,-98.5621372,28.3887815,-98.562845,2.0,3296000.0,77510.0,4842.0,1.0,1.0,4565.186172940815
2737,42311363290000,G,GLADYS WHEELER UNIT 4,15H,92233,6,7920.0,40803.0,22875.0,122959.0,197095,1634109,EAGLE FORD,12008.0,18082.0,BHP BILLITON PETROLEUM(TXLA OP) CO,RIO GRANDE EMBAYMENT (GULF COAST BASIN),18201,12049,375.0,2014-12-03,28.403051899999998,-98.5539739,28.3859191,-98.55227959999999,2.0,10532000.0,249841.0,5991.0,1.0,1.0,5151.893939393939
3588,42177327450000,O,GLASS,1H,35419,6,112.0,170.0,1661.0,661.0,100572,61527,EAGLE FORD,9900.0,14382.0,HUNT OIL CO,KARNES FAULT ZONE (GULF COAST BASIN),14456,9292,336.0,2013-05-11,29.457683799999998,-97.34751800000001,29.466132,-97.3601195,2.0,4356000.0,87534.0,4689.0,1.0,1.0,1517.857142857143
3590,42255322210000,O,GLASSCOCK A UNIT,1H,43588,6,16952.0,15552.0,13243.0,16014.0,142138,164268,EAGLE FORD,11030.0,15523.0,CRIMSON EXPLORATION OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),16020,11050,480.9,2012-01-10,28.8573778,-98.1355667,28.8461097,-98.1262947,34.0,5032180.0,87106.0,4804.0,17.0,17.0,917.4138744690891
3591,42255322520000,O,GLASSCOCK B UNIT,1H,32104,6,10617.0,13821.0,9889.0,14675.0,101899,153968,EAGLE FORD,11426.0,14964.0,CRIMSON EXPLORATION OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),15295,11155,513.18,2012-03-06,28.857544399999995,-98.12661390000001,28.849512800000003,-98.1161975,28.0,3270320.0,64663.0,3812.0,14.0,14.0,1301.780163888104
3592,42311345780000,O,GLORIA WHEELER A,1H,91388,6,17349.0,16415.0,25895.0,28819.0,215998,332947,EAGLE FORD,11170.0,17895.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),17983,11358,313.0,2011-10-03,28.498694399999994,-98.5498223,28.479304499999998,-98.55018609999999,20.0,3769817.0,102803.0,6667.0,18.0,2.0,946.1640440371203
3593,42311345800000,O,GLORIA WHEELER B,1H,78818,6,17980.0,12922.0,21367.0,16520.0,206836,229010,EAGLE FORD,11125.0,16302.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16390,10908,288.0,2011-10-20,28.498694399999994,-98.54974449999999,28.5135748,-98.5495729,16.0,4846688.0,96872.0,5171.0,15.0,1.0,718.6874304783092
3594,42311348540000,O,GLORIA WHEELER C,1H,73740,6,24902.0,25015.0,19022.0,23458.0,165295,270389,EAGLE FORD,11060.0,17477.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),17543,11226,338.0,2012-10-18,28.4985417,-98.5612611,28.480383500000002,-98.56047159999999,17.0,7117360.0,105017.0,6378.0,16.0,1.0,1004.5377881294675
3595,42311348550000,O,GLORIA WHEELER D,1H,66797,6,17989.0,13285.0,17987.0,17397.0,144702,233924,EAGLE FORD,11014.0,16455.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16531,10794,307.0,2012-10-23,28.4985417,-98.5613083,28.513525399999995,-98.56011740000001,15.0,7696810.0,123407.0,5392.0,14.0,1.0,738.5068653065763
3596,42311349640000,O,GLORIA WHEELER E,1H,52193,6,15782.0,13546.0,13449.0,11117.0,121140,180823,EAGLE FORD,10950.0,16382.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16450,10809,308.0,2012-10-28,28.4985417,-98.5613528,28.51352,-98.5616506,15.0,5994000.0,89620.0,5279.0,14.0,1.0,858.3196046128501
3597,42311355630000,O,GLORIA WHEELER F,1H,15711,6,5547.0,11496.0,4776.0,18169.0,41034,180241,EAGLE FORD,10848.0,16654.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16731,10702,336.0,2014-02-02,28.4978278,-98.566625,28.5127979,-98.5682304,2.0,5142000.0,91061.0,5958.0,1.0,1.0,2072.4716062736616
2178,42013343660000,O,GLOVER UNIT,11H,45115,6,5619.0,3288.0,9443.0,2274.0,153322,95309,EAGLE FORD,10943.0,15446.0,CARRIZO EAGLE FORD LLC,KARNES FAULT ZONE (GULF COAST BASIN),15584,10530,343.0,2011-05-20,28.654536,-98.414632,28.6445085,-98.40848100000001,2.0,7170000.0,153547.0,4609.0,1.0,1.0,585.1575013347571
1952,42013343630000,O,GLOVER-RAYES A UNIT,10H,51812,6,13069.0,7378.0,15213.0,11789.0,225171,161474,EAGLE FORD,10916.0,15084.0,CARRIZO OIL & GAS INC,KARNES FAULT ZONE (GULF COAST BASIN),15699,10542,342.0,2011-05-18,28.654574,-98.414651,28.644640999999996,-98.4014207,2.0,7192000.0,154804.0,4823.0,1.0,1.0,564.542046063203
2738,42013356450000,O,GLOVER-RAYES ALLOC A,15H,79745,6,3401.0,1798.0,19632.0,9825.0,97675,63329,EAGLE FORD,10686.0,18573.0,CARRIZO EAGLE FORD LLC,KARNES FAULT ZONE (GULF COAST BASIN),18685,10165,373.0,2018-12-20,28.654295,-98.414309,28.671584999999997,-98.431613,2.0,12974000.0,274869.0,7952.0,1.0,1.0,528.6680388121141
4890,42013343990000,O,GLOVER-RAYES B UNIT,20H,96138,6,3130.0,829.0,23036.0,9384.0,327926,313496,EAGLE FORD,10820.0,18409.0,CARRIZO OIL & GAS INC,KARNES FAULT ZONE (GULF COAST BASIN),18530,10062,318.0,2012-03-06,28.660753000000003,-98.409929,28.677711,-98.42281209999999,2.0,11696000.0,241365.0,7617.0,1.0,1.0,264.8562300319489
3599,42013345470000,O,GOBBLER UNIT,1H,32177,6,10503.0,4211.0,7134.0,3565.0,115325,75342,EAGLE FORD,9569.0,14979.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15080,9189,269.0,2012-07-26,28.8345389,-98.2597473,28.8481825,-98.2705657,2.0,6960000.0,114900.0,5406.0,1.0,1.0,400.93306674283536
190,42297349760000,O,GOEDECKE UNIT D,1,78393,6,7948.0,13061.0,26445.0,63987.0,208846,610992,EAGLE FORD,12325.0,17568.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17823,12269,294.0,2011-06-05,28.640555600000003,-98.2008333,28.625143199999997,-98.1963201,2.0,738699.0,86332.0,5462.0,1.0,1.0,1643.3064921992955
593,42123329980000,G,GOHLKE UNIT A,2,78704,6,3072.0,24283.0,13922.0,95895.0,258276,1969828,EAGLE FORD,13951.0,18015.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18230,13553,451.0,2013-02-25,28.958183299999998,-97.6523278,28.964288800000002,-97.6644872,2.0,4740000.0,74500.0,4188.0,1.0,1.0,7904.622395833333
3600,42177323480000,O,GOLDEN,1H,46022,6,3633.0,4878.0,7270.0,9453.0,159002,222663,EAGLE FORD,11852.0,16463.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16551,11981,326.0,2011-09-15,29.1819812,-97.56452440000001,29.1757831,-97.5496947,1.0,5458000.0,106026.0,4679.0,1.0,0.0,1342.691990090834
